UDR.N,FI.N,KEY.N,WAB.N,RL.N,AJG.N,ORCL.N,FDX.N,VZ.N,AOS.N,CPB.N,C.N,L.N,OXY.N,FDS.N
-0.1011904761759159,0.0655542312476799,0.0224572828128855,-0.110210970483131,0.0668789809040421,-0.0653465346710418,-0.196969696960138,0.0226205719184411,-0.0281081081286352,0.176991150437829,0.141025641027291,-0.0509467894339296,0.0391752577327793,0.0880503145093139,-0.151626059276665
0.145695364228929,-0.151006711402175,0.1228070175394809,0.305555555555314,0.0656716417798417,0.0820745794094161,0.0966981132040534,-0.166110183647544,-0.107897664064251,0.0263157894827419,0.0374531835060861,0.0250941028897557,0.0958994709155681,0.134276799805009,0.154828660436695
0.0441172452586078,0.0922266139618473,-0.047857142876513,0.178723404250316,0.137927170888343,-0.1867976424291569,0.0021505376331518,0.13563563562767,0.1040392592905019,-0.0016963299753942,-0.0434137833180605,0.0961077111499919,-0.0590721975708111,-0.0635051546468385,0.0099811168150325
0.0943738657068815,-0.044632086853981,-0.0134295384617562,0.0115943689848828,0.153997636860088,-0.0131426362490907,-0.347639484970318,-0.0980608197404401,-0.0991810736953885,0.0958579881824043,-0.0902735562434913,-0.119122584154291,0.118004115207338,0.0563628357573858,-0.165906788292148
0.0530679933641468,-0.0962752525140705,-0.0076923076966434,-0.0928571428507886,-0.0614334470983723,0.0904001765575977,-0.2115789473734119,0.0183239677627844,-0.0040404040687074,0.0545356371517611,-0.0020046775737142,-0.0854005693420871,0.0934020428625217,0.041834201964209,-0.0320512820601498
0.027710354701632,0.237079986024022,-0.101550387595771,0.0519685039477606,-0.0545454545577655,-0.0895306859272469,0.0787716956110396,0.0093570057574763,0.125735404674399,-0.0142983936800474,0.026782275467845,0.0927078701400743,0.137175193588923,0.216969696947754,0.175496688746079
0.0305403288953562,-0.0041561257329735,0.0384003422655177,-0.0224522109819766,0.1519230769464589,0.090404440909474,-0.0532178217805799,-0.0492037080998415,-0.0039949155866094,-0.118723849360384,-0.0295663600439235,0.0455887339553684,0.0234386589419611,-0.0049800796922059,0.130963612909265
0.0904255319450241,0.16095082562129,0.095458368409906,0.149425287341821,-0.138564273794799,-0.0500383371545758,0.2418300653718129,0.0050000000043017,-0.0246125797587095,0.0623145400805176,-0.128300609339464,0.0310243902249421,-0.066096535734795,-0.10534130836207,-0.109947643976694
-0.0052606408385594,-0.1031572366285289,0.0268714011399855,-0.0333333333344418,-0.0503875969214482,0.0576923077046179,-0.0484210526395619,0.0291044775993299,0.0194646762965398,-0.0136131304596192,0.0712589434277198,-0.0497728993128046,-0.11659682588466,0.0394885295475722,-0.0714285714414934
0.0357142857157584,-0.055942837253365,-0.0512131151889357,-0.0413416070925018,-0.0318367347043704,-0.0360000000040654,-0.324668141611345,0.0176456369388034,-0.0766389658287097,-0.0387906446301568,0.030336257297329,-0.0859711444916779,-0.139887244554303,-0.0043415340037997,-0.234089380657227
-0.0151724138043154,-0.0529804079839071,-0.0382470119480689,-0.215262778974012,-0.209527824627336,0.281902201786379,0.0303030302889975,-0.12707838481959,0.0821999999918874,0.0409495548999473,-0.0067399787130492,-0.114754098363402,-0.0520278574285888,-0.107763947688866,-0.0429980276211397
0.019741088806684,0.0874269006042776,-0.119304059657706,0.119266055021988,0.174399999999927,0.0794682422630604,0.0779014308501364,0.1178231292544469,-0.0729601299914678,-0.0918135667227892,0.0142854573290412,0.123950617318321,0.100898608484929,0.0402629416532087,0.0201978565750731
0.006997900608749,0.0508201129433434,0.0908602189871188,-0.0156128025112464,0.095367847424267,-0.0010946907485692,0.0346607669673287,0.116358325224922,-0.0564143746043109,0.131645569624669,0.0378895184043848,0.0559250463228871,0.118700787393332,-0.0126382306469154,0.212940695426324
0.0006949270365865,0.0829068577234104,0.0628820960819449,0.0249999999806605,0.109452736301558,-0.0515567408368055,-0.0156806842442352,0.131269079819702,0.0097872340470901,0.0906040268545507,0.0191061071354202,0.0538622129386759,-0.0255146929333671,0.0716490017800981,0.165777184778999
0.0147282736112253,0.0028355387414777,0.0110928512696057,0.117886178868873,0.0321375186689278,-0.0432009278289568,0.249818971758946,0.032189668478894,-0.0158380018566214,0.277598940464736,-0.0425137909110694,-0.0578446909504395,0.0943253593676623,-0.0218620429502242,0.107296137324082
-0.0167364016642723,0.0070688029993433,0.0190979276749553,0.0255006518039734,-0.0112237509233787,0.0563636363595634,-0.03707995365302,0.0804855275472523,0.0097087378633389,-0.0734759790199646,-0.0601054481617318,-0.045358649783129,-0.035070306036615,0.0342967244702528,-0.11342138783748
0.1234042553012439,0.0760411792272639,0.0751797877453844,0.0638750886927439,0.0684730867644707,-0.055591265350204,-0.229843561955706,0.0041479432920825,-0.0245726495726371,0.108932461872594,0.0022438294812481,0.0943646408951659,0.0042859592074022,0.0956092135611566,0.177414648372044
0.0721432214295589,-0.0332681017499545,0.054784240148244,0.0200133422267228,-0.0147361206347915,0.10161733292953,-0.215624999993938,-0.11067125644209,-0.113706560243927,0.227435063495374,0.0360334137571552,-0.125605815828313,0.0259816130340519,-0.0137221269340101,-0.136802973978885
