EQT.N,KR.N,LH.N,CHD.N,DOV.N,AMT.N,BEN.N,CMA.N,FDS.N,PPL.N,ED.N,MCHP.OQ,VRSN.OQ,AKAM.OQ,O.N
0.0337078651699712,-0.079470198681836,-0.101694915262511,-0.173302107708876,-0.111570247926379,0.173824130889936,0.1130604288451569,-0.0535475234148869,-0.158555729982095,0.0136612021708851,-0.0525362318868168,-0.0812785387944644,-0.154828150574487,-0.239603204884356,0.0388542495341472
0.104002964538496,-0.14388489208493,0.207547169800483,-0.223662546603508,-0.0404476796477022,0.37282229963228,-0.23817863398465,-0.164073550202996,-0.099767489145995,-0.132075471707328,-0.142082141484193,0.489562549814937,0.567776917129802,0.0486703462056957,-0.0121176460893609
0.187086092709851,0.180672268904739,0.0781250000034377,0.0073260073448795,0.241491085899993,0.0025380710455664,0.232204685564338,0.146984585303217,-0.101659751048836,0.055175305817555,0.0521541949992716,0.0530530530539472,-0.4090909090932449,-0.384449760764662,-0.0667964286843417
0.0348675035001356,0.0569395017881256,0.376811594194979,0.0399999999883025,0.0613577023642187,-0.058227848105996,-0.0355140186925869,0.0119402985250053,0.0623556582172431,0.140298507457575,0.213362068959776,-0.0560836502066426,-0.0677257524926402,-0.385153517299363,0.142697168573138
0.0795547290559138,0.0707070707274684,0.210526315760008,0.0212435008989207,-0.0827607755520543,-0.201612903215013,-0.0697674418476784,0.19469026548267,-0.103242651224434,-0.010471204179336,-0.058177465442759,-0.0853474320347175,-0.0286995515726201,-0.324905183316282,0.0914040088067354
-0.0301507537790854,0.11006289308328,0.0730434782721741,-0.010309278339834,-0.1276881720418509,0.122895622848516,0.0144676130493519,-0.106444289139843,0.0970873786400326,-0.0608448418207382,-0.0919540229829904,0.0264244426124194,0.303785780240072,0.778792134856256,0.004841068670788
0.0790155440511213,-0.0623229461885594,0.273905996760617,-0.0208333333380558,0.129429892133595,0.0284857571195288,0.181069958851253,0.136490250717744,0.154867256615103,0.230769230789489,0.0232067510300205,0.1917404129761,-0.10092067989128,-0.335833662316777,0.0370861401237097
0.0871939856017715,0.0966767371497421,0.204198473279549,0.0217869225043106,0.0695057260658116,-0.153061224486047,0.0592334494847157,0.104166666657283,0.0488399679130369,0.2407407407208329,0.0498896346203674,-0.0198019802300744,0.253249310752859,-0.0418070140708104,-0.0542462743061867
0.12541620421403,-0.0055096418868912,0.012150026411802,0.0243902439175474,-0.0396419437384688,0.0378657487121723,0.1707894750729069,0.0449548810475855,0.0998171846327236,0.255348012773666,0.0898203592709836,-0.271350226584006,0.0185417976167808,-0.305004135650863,0.0328239095782068
-0.0848126232723689,8.23164e-12,0.126304801673071,0.0748299319742085,-0.0958721704400299,0.086235489209717,-0.0357866306471318,0.0320855614874906,0.0071808510540736,-0.0134730538996395,0.0311355311351329,-0.0434782608799501,-0.348349274885976,-0.0288604581924654,-0.0056054207861011
-0.0338293244452661,0.174515235447115,0.053290083423573,0.0764817836942187,-0.0325254702370726,-0.264122137402402,-0.154761904767586,-0.136787564774092,-0.151626059276665,0.0136570561376107,0.0752172968749434,-0.260869565215141,-0.3432765151596419,-0.436274509797141,0.0514054596744986
0.197309417054484,0.0212264150678199,0.23889133306417,0.050147492623394,-0.0091603053434952,0.257261410790353,0.0539967578360927,0.148943298231901,0.154828660436695,0.089164357792231,0.0335570469827158,-0.0614973262209304,-0.144196106701219,-0.267391304339735,0.0439777333480964
-0.1208988764239349,-0.0928406466553212,-0.226022727269203,0.123146067427952,0.020647149454762,-0.0442244224508344,0.227296587942974,0.0155789473620709,0.0099811168150325,-0.0716459197650068,-0.092467532463116,0.370370370390678,-0.0092670598382784,0.379821958485629,0.0530453613159956
-0.0171612020402985,-0.012627291251855,0.178241080608462,-0.1223753412622079,-0.0704843433760061,-0.200552486198462,-0.107356715158949,0.0555555555678861,-0.165906788292148,0.0891537544651736,0.0712967823173083,-0.205821205819398,-0.351190476185506,-0.4172043010659749,-0.024020745416842
0.202090592330401,0.0639438943818793,-0.25077881622076,-0.0059469350550391,-0.0656934306569842,-0.360746371810483,-0.0614389966796681,-0.0268992289330551,-0.0320512820601498,-0.0323546523231244,0.0062381339816211,0.0602094240937809,-0.256880733936883,-0.494464944654965,0.0590799632954202
0.1594202898498559,-0.124079100421509,0.172557172541788,0.104003681537489,0.0901227678614123,0.4486486486862759,0.116082843262242,-0.163739837379305,0.175496688746079,0.251137397653,0.0083557951409842,0.142913580236533,0.447054673721615,0.103649635047127,0.0867029147477859
-0.0687387495438446,0.104028331127621,-0.0052482269372274,0.0638542518059315,0.0881743175453886,-0.0768656716255036,0.0194730813274797,0.106358156710079,0.130963612909265,0.0856363636207527,0.0618481958684042,-0.206705841682998,0.101794071755199,0.0931216931086841,-0.056790863397547
-0.102156334222825,0.0024057738688802,0.0965350064113503,-2.067946e-11,-0.111818825224239,-0.164510913486322,0.028539325851505,0.0202108963130937,-0.109947643976694,-0.074583781422026,0.0166028097198665,0.456644880170503,0.0621238938065882,-0.111810261374193,0.1102415538973689
0.0762533773675289,0.0544000000042535,0.169830949285076,-0.0031434184694918,-0.0398406374343386,-0.179970972415252,-0.0561197460896983,0.0692708333251217,-0.0714285714414934,-0.182181818189254,-0.0015075376951652,0.0858510320023913,-0.089985002501825,-0.155313351482177,-0.023837403879704
-0.103165292622995,0.0098634294439716,-0.134059582041203,0.0769148289697357,-0.0026862755319138,-0.146312684361855,-0.0489105238688998,-0.0298749797155173,-0.234089380657227,-0.0362383281330557,0.0429993051813576,-0.0168044077052921,-0.2483061710419569,-0.456774193547523,0.0075931691188233
-0.0621874999865821,-0.0743801652883921,0.0378690628946872,-0.0510279001680789,-0.161748329629127,-0.0400829301966247,-0.1550085303452,-0.0728033472574586,-0.0429980276211397,-0.243281424759242,-0.0044009779888637,-0.2490893807868479,0.0207064555636551,-0.308788598578485,0.0171356206178897
0.0966344551921179,-0.0073051948277481,0.0661719232857784,0.0058027079276494,0.0943208236520965,-0.206623470123069,-0.0723851088712493,-0.168050541508909,0.0201978565750731,0.0475460122699922,-0.0302062868571794,0.164925373137615,-0.0761336515462453,0.0859106528813972,-0.0071780842832564
-0.0073414661351981,0.0351594440057614,-0.107888631091564,0.01438624705029,0.12270260210639,-0.201451905627482,0.113707165078434,0.114341505718946,0.212940695426324,0.0415812591521201,-0.0088700666668373,0.156630365160702,-0.0348747093459145,0.822784810130444,0.018826037001449
0.0479852353089325,-0.175750394946752,0.0513654096111076,0.0125475285032033,0.0056972327911792,0.0761363636614999,-0.011465750016554,0.1248451408342219,0.165777184778999,-0.0127465045447639,0.0450543759901916,0.0728330102745853,0.018201284809509,0.0312500000041518,0.0220342324648035
-0.0977399471622539,-0.0129372304693832,0.0068027210822279,0.10514457380379,0.0302131103196051,-0.4551214361145039,0.0618089027567228,-0.0176265270463247,0.107296137324082,-0.0329985652812879,0.0156095143522057,-0.0271037687115047,-0.188748685598594,-0.2239057239035939,0.0590991821245769
0.068710802292389,0.0752427184569018,0.0009828009670977,0.0526889683747058,0.0396531766140327,-0.0620155038720456,0.0910547396585546,0.063243915462017,-0.11342138783748,-0.032344213634501,0.0087959757468079,-0.0931281507167349,-0.231043421911421,-0.325379609544566,0.0043798471049412
0.0651774785683412,0.0004514672446598,0.176485027020118,-0.046601941744859,0.0361384887463203,0.1177685950536299,0.027666515987995,0.0535250984291531,0.177414648372044,0.226899891234671,0.0272058823783183,0.2238150965026689,0.137800252860005,0.286495176833382,0.0806699350411522
0.0327492100057665,0.0275270758130692,0.0348424786108525,-0.0291921248879108,-0.0912195122089372,-0.0776340110955028,-0.0004770992507595,0.0044749880268992,-0.136802973978885,-0.0378692249529516,0.0400858983539458,0.0638297872324085,-0.657407407407288,-0.427643089222645,0.022490038004563
0.0066524285360614,-0.018445322800688,-0.0110887096783061,0.2183886940798279,-0.0411929191161464,-0.2384769539028199,0.0389021479716946,0.0198886236655889,-0.0625763854630579,-0.0713723432174583,0.0167520785345077,0.0078661763951202,0.0464864864994623,-0.126637554587482,0.0219170770226793
-0.0477512492986761,-0.1096196868156119,-0.0693170234555617,-0.0989358642676856,-0.0165776903545809,-0.092105263159734,-0.0204456696556772,-0.0347356352243614,-0.0868098159551248,-0.055016586882922,-0.0461503312603754,-0.0826086956356411,-0.257231404951109,-0.349999999998797,0.0820538997005957
-0.003206997070747,-0.0211055276589267,-0.248630887167441,-0.105330354292865,-0.161428571423233,-0.350724637686623,-0.193457025352534,-0.0527687296409645,-0.124286194167882,-0.0009068923890469,0.0263473053915129,-0.1972293109768499,-0.109874826119174,-0.18461538463055,-0.0792147765268281
0.0333658161342185,-0.071868583145656,-0.0830903790060975,0.119387817195076,-0.0165940852527524,0.0982142856912216,0.0195164579263178,0.0058459422284253,-0.0467720101989242,0.0998487140618284,-0.0381946508476656,-0.0440508628609155,0.121874999990963,-0.103773584892221,0.0056617664557236
-0.0173492605152226,-0.220132743363437,0.0740858505682622,0.059105431313254,-0.116602854148194,-0.353658536593152,-0.111428571436976,-0.168635970956378,0.0705645161238668,-0.0951886400576953,-0.0115507495639857,-0.0285035629322277,-0.296657381619448,-0.126315789480313,0.0160788970659438
0.0303907380496417,0.0524822695198273,-0.2865600947072449,0.0431372549270876,-0.0118203309758373,-0.113207547184651,0.0632551183870456,-0.094566569893031,0.0301318267546455,0.0636140135546597,0.0584286424813617,0.193154034231742,0.598019802000863,0.1686746988168599,-0.0147347145025903
-0.0043607656213455,0.0599730458113803,-0.0041493775772096,-0.126865577598742,0.249660472472133,1.80851063828755,0.120036374686858,0.0840586349045627,0.131712522865435,-0.0378503322831271,-0.0534731419092415,0.179568799784765,0.302354399028468,1.1237113402494,0.0506187503393329
-0.0065211227627737,-0.017800381449096,-0.0316666666785922,0.01029216467225,-0.0653846153687418,-0.1085858585946009,-0.0756162099628965,-0.0763497893549754,-0.085113268626147,0.0531760083403516,0.0772327044317762,-0.149860917932845,-0.2369172216839249,-0.160194174759256,0.0069329783966345
0.0610730593455009,-0.0233009708630548,0.151032702225633,-0.0469930989186643,-0.102537722900898,0.439093484433852,-0.0217136150207443,-0.0633672525266338,-0.0382030420978817,0.0092272202956866,-0.0677253619669627,-0.0965235173696449,0.0286783042270005,-0.231213872843016,-0.0264285742429076
-0.0191522733646622,-0.123923127888234,0.0381308411080374,0.0302594146718054,-0.0196176613268411,-0.0767716535441325,-0.020095980810934,0.0118518518539767,-0.056966607419762,0.0048571428875094,-0.0089493596808621,0.153115643329046,-0.0654545454550122,0.150375939849422,0.0287714025684997
0.033333333338385,-0.0052950075649303,0.0676989556968277,0.0187919463072814,-0.0509404388641532,0.176972281443784,0.0095748331375813,-0.0633775655475418,0.2680734661864919,0.0235724389962642,-0.0135897435969921,-0.218074656192483,0.133592736729119,-0.0784313725442333,0.0371089194874594
0.0242601972955927,0.0874524714634581,-0.0064080944474058,0.0365612648331477,0.186622625944363,0.2028985507171309,0.0598602248552415,0.148627243938299,0.0724191063376678,0.0165683796755819,0.010397712501256,0.0447236180800461,0.421052631571644,0.716312056729748,0.0572319293334271
0.0533212138553911,0.122377622375078,0.0913102512014378,0.012570514946493,0.0593925784627002,0.349397590358349,0.0713876146795567,0.0634336934100217,0.108099062835481,0.117127071820707,0.121990126006505,0.146495267376826,0.206119162664027,0.512396694268411,0.0065883101346737
0.0119225037289649,0.0392523364618593,-0.0622083981280356,0.0295690468647005,-0.0115473441072977,-0.0122767857038855,0.0474741386842713,0.0151199935318405,0.144155844132579,0.0731585544678346,0.0067457548349048,0.0344393112128087,-0.0767690253585253,0.327868852470045,0.0165759658294979
-0.0517918507491928,0.0161870503530126,0.0537313432975821,-0.0100824931394452,0.221962616828262,0.0282485875784682,0.112106475537282,0.0425806451571565,0.0442678773802798,-0.0793023255887513,-0.082486136775798,0.0702395452808238,-0.0347071583355495,-0.0576131687045302,0.0462692532554985
0.0295225663094714,0.13333333331422,-0.047843877891895,-0.0115672617806698,0.0426559727864588,0.250549450522159,-0.0059838895448487,0.0177392739400171,0.0567502392664416,0.0020207122946021,0.0094246128581072,0.0636064343470844,0.121348314605901,-0.0917030567721153,0.0007024148869114
0.0412971877276946,-0.0697553357676861,-0.0512396694052927,0.0951486697959568,-0.0697001578144805,-0.1080843585236659,0.0236165779240766,-0.0455068474899697,-0.086508753850424,0.0420308863179521,0.0311156084038573,-0.145305248136224,-0.100200400781859,0.0312500000066023,0.0093465305180067
0.0024330900128224,-0.0212646894087433,0.235191637608647,0.0651614747199611,0.103194797840996,0.142857142877769,0.0743737155580604,0.104721030052795,-0.0160090191705174,-0.0251526251558771,-0.007114818445994,0.366332497896065,0.178173719370189,0.841491841448371,-0.001311569071178
0.0073028237484413,0.078330474550053,0.0188998589607372,0.0891946897227516,-0.0123370985553316,-0.0189655172335991,0.0086461408888109,0.0130147630311186,-0.048813390203856,0.0240480961977656,0.0096025169559914,0.0525743317119003,0.0214240705568429,0.698734177224713,0.0253577858964782
0.0417475727812295,-0.0185577942615189,0.0229789590237662,-0.022463589257825,0.0354258921817585,-0.0492091388366196,0.090217398102283,0.084996314301385,-0.0781664656134172,0.0804017064016893,0.0672456575802733,-0.0302325581433612,0.0055521283070971,-0.198956780920519,-3.948511941931e-05
0.0226001864254434,0.0010804970291267,0.155615696915107,0.0063131313272346,0.0394968553141177,0.0157116451082102,0.109681137156074,0.0187299322157333,-0.0041873854938386,0.0450285714134149,0.0190653336501971,-0.136690647467759,0.0723926380296722,0.201860465122843,0.0372915140307795
-0.0114705207767235,0.0372369131140166,-0.0822014051537946,0.0479615399051669,-0.0479223858344078,0.0054595086440134,-0.0219837285586701,0.0075293293634859,-0.0304827698052039,0.0177165354213313,0.0210110344649437,-0.0092625374745782,-0.0040045766522587,0.160990712070551,0.0535238556585242
0.0308656300728745,-0.134235171696088,0.0015310028057582,0.0391074856286382,-0.0107170196406404,0.0271493212511116,-0.0130235634163479,-0.0467784996163365,0.15557969049331,-0.0113516912772829,-0.0015847860755466,-0.0680701754473196,-0.0470993681925727,-0.123999999988257,0.0358676473256514
0.0578568212596078,0.0516826923034637,0.0124840764462908,0.0378665435553451,0.0324993551675272,0.0969162995630264,-0.0152658045776551,-0.0495213549215346,-0.0657894736806415,-0.0603070175348991,-0.0655328798198701,0.0549698795312055,-0.0277275467215352,-0.100456621005843,-0.138876436104052
0.0383429658464887,-0.0462857142852383,0.0407649723098897,0.0118207738849907,-0.022937992280925,0.1108433735074019,-0.0829837679998193,0.096455549096583,0.101065725097575,0.0070011668870255,-0.0335134059017832,0.133182187710291,0.124612523245963,0.2571912013539429,0.0497323529307623
0.0683884297423873,0.0904733373236807,-0.0401353965179437,0.0083700440554375,0.0805954825666264,0.0990600144573575,-0.0039777247485156,-0.0214176283426741,0.0814458933953013,0.0740342731452455,0.0127356087751123,-0.0053610848369338,0.0970231532547843,0.207940780616915,0.0497160405368378
-0.0083156062658528,-0.131868131876535,-0.0136020151012559,-0.0349497597378496,-0.0574821852843075,-0.0486842105461366,-0.0348957529789831,0.0654154518913359,-0.0871588745660158,0.009803921550491,0.0304325955800986,-0.0814838300537367,-0.120100502503044,-0.1682451253401919,-0.0240802168890335
0.0301285519852945,0.0462025316653676,0.062053115401054,0.0198768087888443,-0.045219052352902,0.0297372061043202,0.104041450779137,0.0287326834126904,0.0335642547533621,0.0319309600963127,0.0443313455175619,-0.0874929203694489,-0.0085665334309218,-0.0991292698997576,0.0939854822101878
0.0358573335973871,-0.0611010284619672,0.051214234210559,-0.06404737490526,0.030214683264506,0.0308932169202073,0.0483386535252193,-0.0047614917350873,0.0824163484919018,-0.0050987473658321,-0.0037914691802654,0.0170519135864374,0.145161290321533,0.0446096654239783,0.0258305012388631
0.0182286871621955,-0.0264175257613509,0.0475754803388366,-0.0299358517552227,0.0102907126228111,0.1198697068327419,0.0871592539232091,0.0363942712442042,0.0340248962570862,0.1021619329931979,0.0335394861921037,0.127049180306664,0.349597585509023,-0.0142348754278812,0.0705229724880478
0.083306949202971,0.0708140304408211,0.0469432314326472,0.149170676208397,0.0340947301602927,0.0546829552132497,0.0826459914215361,-0.0001625751972034,0.0377117905906765,-0.0009615384440525,0.0219879023016616,-0.0667448250218031,0.226239284394669,-0.0649819494562639,0.0429041420007492
0.0194957983539099,0.0840543881315385,0.038998957243376,0.0768737988353045,0.0368355995156921,0.0148924434574644,0.0627694191306035,0.0007826962356396,0.131461761859359,0.0339729747953101,-0.0022805017109234,-0.0539389638004182,0.0188449848046699,0.0061776061987437,0.0194487958346174
-0.0596768875977316,-0.0250855188119872,-0.0395423524375842,0.0240928019059223,-0.0867906533042292,-0.0152173912872235,-0.025699928205815,-0.0517862995555671,-0.086242299794862,0.0135135135178839,0.0027428571411194,-0.0228807201614537,-0.229116945094559,0.0053722179596806,-0.0739065255254171
0.0473802161051242,0.052046783621992,0.0008359456789213,0.0290533518654088,0.0139050744416404,0.0115894039740754,0.034335396405692,-0.0134808157834846,-0.071863078275395,0.0099999999852944,-0.012926210141382,0.0568505209984513,0.0611455108107382,-0.1595419847210279,0.0136297825444691
-0.0321819713861164,-0.108949416343814,0.0064731676570222,0.0028272547498489,-0.0227566589096692,-0.0054555373728596,0.0087610053452629,-0.0257226076663537,0.0006062443021011,-0.0017535371786067,-0.0133333333131739,-0.0528040786563406,0.0466812545423478,0.156221616704181,-0.0225319822856108
0.0034818941474088,-0.0162195882831162,0.0269709543550529,0.0155060614538303,-0.0378406986086987,-0.0548546352172807,0.0004369992916697,0.0395787944970799,-0.159042714333952,0.0050009260893877,0.0260787102739126,0.0949634755780057,-0.0780487805006037,-0.072270227805029,0.0586159082580491
0.110471990897139,0.0634115408865503,-0.0212121211985126,0.0055725175791023,0.0460233449879406,0.0470110272790642,0.0503785672777917,-0.0241005937794532,0.154905346312899,0.0598967932196102,0.0646863333282246,0.0442677031418939,0.2226001511802419,0.1888230313116169,0.0257320921075994
0.069855254886094,0.13476446039,0.0299277605680739,0.001106194669235,-0.0393451280548518,0.165188470055999,0.0684779607431365,0.0445218573032242,0.119650109333356,0.0407934978950106,0.0292243463285239,-0.0006747638175298,-0.110973724881705,-0.0648148148276693,0.0215086864230114
0.0448529411962493,0.0430898581089618,0.0154308617320791,0.0372928176632417,0.134139637158475,0.0932445290166772,0.0498830865190223,0.0570934255968827,0.0234374999824065,0.0370495116260594,0.0281810418579813,0.048953409853931,-0.0851877607887284,0.162985529331186,0.0024160672772646
0.0676888003031992,-0.0055415617085485,-0.0266429840204782,0.017856388796478,-0.0093937312404907,0.037423846834518,-0.0047018064926212,-0.0099836334002479,-0.0444258080620802,0.0379993504167675,-0.0141422651415837,0.0056994738601954,-0.171417711892238,-0.093647675201135,-0.0417361656467461
0.0360742705707395,0.0430597771073235,-0.0123682076113532,-0.0319706498778066,0.0022113022255754,0.046560402685377,0.0450183831223754,-0.0174421550370712,0.0068571428666421,0.0193463812710515,0.034960562767282,-0.0321336760906916,-0.0197247706613491,0.152456647388436,0.0082480578442791
-0.010496671793775,-0.0335114133095971,-0.0094436460632246,-0.0511640497954147,-0.0443736209817198,-0.0440881763663781,0.0525250119106422,-0.0190152801297304,-0.0048240635932699,-0.0306217136056465,-0.0628218331483181,0.0016600265558863,0.105755732329418,0.0871473354240709,-0.0636322485007598
-0.0271639753364907,-0.0221105527446334,0.0754404144935041,-0.0505651839066091,0.0420196073581784,0.144234800806395,0.0510354192624891,-0.0019037729226301,0.10553374163967,-0.0619017230445145,0.0135851587221305,0.111757920651631,-0.0592467202557361,0.151095732436946,0.0217925204736692
-0.0187215833208049,-0.0298047276400191,0.0377722104419731,-0.0057194461218709,0.0009888751605513,-0.006962257247912,0.0134447628723935,-0.006208690180261,0.063016528930159,0.0087229606990033,0.0173473869433674,-0.0362709832159094,-0.0139451192153293,-0.0015030060066483,-0.0399606825676403
0.0057236304302272,-0.0254237288139887,0.0891364902805747,0.114138661813697,0.134354161507591,0.141697416951772,0.047760876498991,-0.022727272697336,-0.0310981535308009,0.0248299319830745,0.0146773149128052,0.172628304831425,0.0834854014635562,0.0953336678277314,0.0826411183353483
-0.0087771751102128,0.0891304347878736,-0.0092071611355947,-0.060129134291521,0.0474336637955908,0.0287653523045686,0.0424365482220899,0.0333513611005014,-0.01707193926959,0.055426485199114,-0.01192737989006,-0.0615835777227196,-0.0037894736743809,0.213925790198575,-0.0053350000482883
0.0041254125378955,0.0159680638553679,0.0063672345538112,0.0692151752086263,0.0129328326944425,-0.047439522484789,-0.0810420418186656,0.0219665696939924,0.13282247765829,-0.0671630295431076,-0.0516677567155288,0.0312499999997093,0.0139475908468868,0.241132075481554,0.0554381137594645
-0.0273897562129415,-0.0049115913538059,-0.0235978112157634,-0.0067713976155237,0.024505766064544,0.125989445905041,-0.0118845500788582,-0.0189753320844389,-0.004735062011672,-0.0122448979608932,-0.0087356322007924,0.0264462809991725,-0.0195914964589191,0.0243235025831029,-0.0587654329014876
